subject,block,trial,choices,choices_L,outcomes,opt_act,blocks,pe,choice_nll,alpha_rew,alpha_pun,beta,ev_l,ev_r,alpha_rew_sim,alpha_pun_sim,beta_sim,model
0,0,16,1,0.0,1.0,0.0,numberbar_mixed,1.118577681953886,0.8588337959357558,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8771179411192054,-0.11857768195388607,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,17,1,0.0,-1.0,0.0,numberbar_mixed,-1.4749169342025739,0.9615208050248826,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8771179411192054,0.47491693420257386,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,18,1,0.0,-1.0,0.0,numberbar_mixed,-0.7332696699636311,0.8104556055825508,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8771179411192054,-0.2667303300363689,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,19,1,0.0,-1.0,0.0,numberbar_mixed,-0.36455233269070575,0.6399793556668109,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8771179411192054,-0.6354476673092943,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,20,1,0.0,-1.0,0.0,numberbar_mixed,-0.18124082955296184,0.5346737191629225,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8771179411192054,-0.8187591704470382,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,21,1,0.0,-1.0,0.0,numberbar_mixed,-0.09010568675997177,0.48050458053387674,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8771179411192054,-0.9098943132400282,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,22,1,0.0,-1.0,0.0,numberbar_mixed,-0.04479694121083033,0.4536646625572784,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8771179411192054,-0.9552030587891697,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,23,1,0.0,-1.0,0.0,numberbar_mixed,-0.022271246288731117,0.4404107863585553,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8771179411192054,-0.9777287537112689,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,24,0,1.0,-1.0,1.0,numberbar_mixed,-0.12288205888079462,0.566148227441664,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8771179411192054,-0.9889276276940667,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,25,0,1.0,-1.0,1.0,numberbar_mixed,-0.06109204164008608,0.5297317236528142,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9389079583599139,-0.9889276276940667,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,26,1,0.0,1.0,1.0,numberbar_mixed,1.9889276276940668,0.48851645065722565,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9696274819469408,-0.9889276276940667,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,27,1,0.0,1.0,1.0,numberbar_mixed,0.9336429943556267,0.9217286128082401,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9696274819469408,0.0663570056443733,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,28,1,0.0,1.0,1.0,numberbar_mixed,0.43827097013075567,0.9745499401157777,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9696274819469408,0.5617290298692443,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,29,1,0.0,-1.0,1.0,numberbar_mixed,-1.7942667117724986,0.9852083876300735,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9696274819469408,0.7942667117724985,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,30,1,0.0,1.0,1.0,numberbar_mixed,1.1079624017745218,0.8860604279229531,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9696274819469408,-0.10796240177452188,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,31,1,0.0,-1.0,1.0,numberbar_mixed,-1.4798999621592401,0.9692451798079663,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9696274819469408,0.47989996215924013,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,32,1,0.0,1.0,1.0,numberbar_mixed,1.2642529679690742,0.8427828221800115,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9696274819469408,-0.26425296796907405,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,33,1,0.0,1.0,1.0,numberbar_mixed,0.5934660015790155,0.9635902561071378,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9696274819469408,0.4065339984209845,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,0,34,1,0.0,1.0,1.0,numberbar_mixed,0.27858498572162305,0.982456557958741,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9696274819469408,0.721415014278377,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,0,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.0,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,1,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.0,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,2,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.0,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,3,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.0,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,4,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.0,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,5,0,1.0,-1.0,1.0,numberbar_neg,-1.0,0.5,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.0,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,6,1,0.0,-1.0,1.0,numberbar_neg,-1.0,0.7679845852447131,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.5028400224043265,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,7,1,0.0,0.0,1.0,numberbar_neg,0.5028400224043265,0.5,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.5028400224043265,-0.5028400224043265,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,8,0,1.0,-1.0,1.0,numberbar_neg,-0.49715997759567354,0.3463582472033738,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.5028400224043265,-0.2360433118140784,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,9,0,1.0,0.0,1.0,numberbar_neg,0.7528319566770694,0.2261517953578149,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.7528319566770694,-0.2360433118140784,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,10,1,0.0,0.0,1.0,numberbar_neg,0.2360433118140784,0.5693854579383589,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.3533945994271742,-0.2360433118140784,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,11,1,0.0,0.0,1.0,numberbar_neg,0.11080352113928882,0.6404842253718416,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.3533945994271742,-0.11080352113928882,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,12,1,0.0,0.0,0.0,numberbar_neg,0.05201342161533152,0.672036653248111,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.3533945994271742,-0.05201342161533152,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,13,1,0.0,-1.0,0.0,numberbar_neg,-0.9755838442649007,0.6863486808726743,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.3533945994271742,-0.024416155735099237,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,14,0,1.0,0.0,0.0,numberbar_neg,0.3533945994271742,0.5949909264803892,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.3533945994271742,-0.5149787578425609,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,15,0,1.0,0.0,0.0,numberbar_neg,0.16589059722641938,0.6965606786620395,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.16589059722641938,-0.5149787578425609,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,16,0,1.0,-1.0,0.0,numberbar_neg,-0.922127586859716,0.7389450595960761,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.07787241314028406,-0.5149787578425609,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,17,0,1.0,0.0,0.0,numberbar_neg,0.5415550695764711,0.4841896373449676,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.5415550695764711,-0.5149787578425609,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,18,1,0.0,-1.0,0.0,numberbar_neg,-0.48502124215743914,0.3496176570452947,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.2542169406908253,-0.5149787578425609,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,19,1,0.0,0.0,0.0,numberbar_neg,0.7588668501155817,0.2312486344774211,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.2542169406908253,-0.7588668501155817,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,20,1,0.0,-1.0,0.0,numberbar_neg,-0.6437724991127147,0.439589787950592,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.2542169406908253,-0.35622750088728533,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,21,1,0.0,0.0,0.0,numberbar_neg,0.679942078764412,0.2663148478321776,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.2542169406908253,-0.679942078764412,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,22,1,0.0,-1.0,0.0,numberbar_neg,-0.6808213885881812,0.46141798429569614,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.2542169406908253,-0.3191786114118188,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,23,0,1.0,0.0,0.0,numberbar_neg,0.2542169406908253,0.7250308742890381,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.2542169406908253,-0.6615228537028445,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,24,0,1.0,-1.0,1.0,numberbar_neg,-0.8806654086264132,0.7842539440274661,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.11933459137358685,-0.6615228537028445,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,25,0,1.0,0.0,1.0,numberbar_neg,0.5621684051780078,0.5588520366182376,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.5621684051780078,-0.6615228537028445,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,26,0,1.0,-1.0,1.0,numberbar_neg,-0.7361067412236398,0.7204151472994341,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.26389325877636016,-0.6615228537028445,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,27,0,1.0,-1.0,1.0,numberbar_neg,-0.365962810974769,0.5163509612597783,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.634037189025231,-0.6615228537028445,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,28,1,0.0,0.0,1.0,numberbar_neg,0.6615228537028445,0.5920913823789781,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8180579370949341,-0.6615228537028445,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,29,1,0.0,0.0,1.0,numberbar_neg,0.3105322533439136,0.7699660734127889,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8180579370949341,-0.3105322533439136,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,30,1,0.0,0.0,1.0,numberbar_neg,0.14577014207004999,0.8320632678832237,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8180579370949341,-0.14577014207004999,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,31,1,0.0,0.0,1.0,numberbar_neg,0.06842746313887538,0.8562428374760295,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8180579370949341,-0.06842746313887538,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,32,1,0.0,0.0,1.0,numberbar_neg,0.03212123995442123,0.8665568588371316,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8180579370949341,-0.03212123995442123,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,33,0,1.0,-1.0,1.0,numberbar_neg,-0.18194206290506587,0.12882126072054342,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.8180579370949341,-0.015078361945341942,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,1,34,0,1.0,-1.0,1.0,numberbar_neg,-0.09045431191759312,0.10629098742702599,0.5305797046833329,0.5028400224043265,2.3804108582232835,-0.9095456880824069,-0.015078361945341942,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,0,0,1.0,1.0,0.0,numberbar_pos,1.0,0.5,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.0,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,1,0,1.0,1.0,0.0,numberbar_pos,0.46942029531666707,0.7795417117961383,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.5305797046833329,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,2,0,1.0,1.0,0.0,numberbar_pos,0.22035541365518696,0.8648153552158412,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.779644586344813,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,3,0,1.0,1.0,0.0,numberbar_pos,0.10343930335264417,0.8941814437019435,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.8965606966473558,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,4,0,1.0,1.0,0.0,numberbar_pos,0.04855650832714853,0.9059217813374087,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.9514434916728515,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,5,0,1.0,0.0,0.0,numberbar_pos,-0.9772065895215237,0.9110199960187325,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.9772065895215237,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,6,1,0.0,1.0,0.0,numberbar_pos,1.0,0.2393092486211083,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.4858280061528653,0.0,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,7,1,0.0,0.0,0.0,numberbar_pos,-0.5305797046833329,0.5266067007574996,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.4858280061528653,0.5305797046833329,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,8,0,1.0,1.0,0.0,numberbar_pos,0.5141719938471347,0.6291468090749867,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.4858280061528653,0.26378299409308487,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,9,0,1.0,0.0,0.0,numberbar_pos,-0.7586372308047186,0.7645801598085618,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7586372308047186,0.26378299409308487,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,10,0,1.0,1.0,0.0,numberbar_pos,0.6228359313298824,0.5670667692593745,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.3771640686701177,0.26378299409308487,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,11,0,1.0,1.0,0.0,numberbar_pos,0.29237182681870477,0.7420276089749553,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7076281731812952,0.26378299409308487,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,12,1,0.0,1.0,1.0,numberbar_pos,0.7362170059069151,0.19375411998097605,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.8627547307124902,0.26378299409308487,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,13,1,0.0,1.0,1.0,numberbar_pos,0.3455952043299766,0.3784909176043658,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.8627547307124902,0.6544047956700234,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,14,1,0.0,1.0,1.0,numberbar_pos,0.16222940287660148,0.4851362550843712,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.8627547307124902,0.8377705971233985,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,15,1,0.0,1.0,1.0,numberbar_pos,0.07615377420738079,0.5362917794587607,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.8627547307124902,0.9238462257926192,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,16,0,1.0,0.0,1.0,numberbar_pos,-0.8627547307124902,0.4398908865485483,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.8627547307124902,0.9642518728220926,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,17,0,1.0,1.0,1.0,numberbar_pos,0.5710728774084171,0.21852327298871305,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.428927122591583,0.9642518728220926,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,18,1,0.0,1.0,1.0,numberbar_pos,0.03574812717790743,0.6348380847369695,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7319268012396021,0.9642518728220926,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,19,0,1.0,0.0,1.0,numberbar_pos,-0.7319268012396021,0.3547604374416359,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7319268012396021,0.9832191035831289,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,20,0,1.0,1.0,1.0,numberbar_pos,0.6361152878940464,0.18629441536619887,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.3638847121059536,0.9832191035831289,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,21,1,0.0,0.0,1.0,numberbar_pos,-0.9832191035831289,0.661695291415799,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7013945737013301,0.9832191035831289,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,22,1,0.0,1.0,1.0,numberbar_pos,0.5111828124909734,0.3761266366107404,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7013945737013301,0.4888171875090266,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,23,1,0.0,1.0,1.0,numberbar_pos,0.23995958680031726,0.5348437290067205,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7013945737013301,0.7600404131996827,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,24,1,0.0,0.0,0.0,numberbar_pos,-0.8873580999001297,0.6088949581058745,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7013945737013301,0.8873580999001297,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,25,0,1.0,1.0,0.0,numberbar_pos,0.29860542629866993,0.6500974857311305,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7013945737013301,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,26,0,1.0,1.0,0.0,numberbar_pos,0.14017144739628096,0.7303906972230674,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.859828552603719,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,27,0,1.0,1.0,0.0,numberbar_pos,0.06579932223172691,0.7638026793635935,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.9342006777682731,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,28,0,1.0,1.0,0.0,numberbar_pos,0.030887537273653787,0.7784654954998886,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.9691124627263462,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,29,0,1.0,1.0,0.0,numberbar_pos,0.014499236868603105,0.7851200612922571,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.9855007631313969,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,30,0,1.0,0.0,0.0,numberbar_pos,-0.993193763947274,0.7881933680278241,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.993193763947274,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,31,0,1.0,1.0,0.0,numberbar_pos,0.5062238105678105,0.531271800804442,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.4937761894321894,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,32,0,1.0,0.0,0.0,numberbar_pos,-0.7623682693469298,0.682353818418564,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7623682693469298,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,33,0,1.0,1.0,0.0,numberbar_pos,0.6209810082918279,0.46308763096024336,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.37901899170817205,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
0,2,34,1,0.0,0.0,0.0,numberbar_pos,-0.44115893306568793,0.34606553214748537,0.5305797046833329,0.5028400224043265,2.3804108582232835,0.7084989117016084,0.44115893306568793,0.6850210477385634,0.20638200634737702,1.8381035474179679,sim_outcome
1,0,0,1,0.0,1.0,1.0,numberbar_mixed,1.0,0.5,0.44852894419166556,0.373599803824935,1.533500180944851,0.0,0.0,0.44159788545810674,0.7409376959473905,1.5490301737925976,sim_outcome
1,0,1,0,1.0,1.0,1.0,numberbar_mixed,1.0,0.33451837472466067,0.44852894419166556,0.373599803824935,1.533500180944851,0.0,0.44852894419166556,0.44159788545810674,0.7409376959473905,1.5490301737925976,sim_outcome
1,0,2,1,0.0,-1.0,1.0,numberbar_mixed,-1.4485289441916656,0.5,0.44852894419166556,0.373599803824935,1.533500180944851,0.44852894419166556,0.44852894419166556,0.44159788545810674,0.7409376959473905,1.5490301737925976,sim_outcome
1,0,3,0,1.0,1.0,1.0,numberbar_mixed,0.5514710558083344,0.6963305055697602,0.44852894419166556,0.373599803824935,1.533500180944851,0.44852894419166556,-0.09264118519308095,0.44159788545810674,0.7409376959473905,1.5490301737925976,sim_outcome
1,0,4,0,1.0,1.0,1.0,numberbar_mixed,0.3041203253943592,0.7701568155778423,0.44852894419166556,0.373599803824935,1.533500180944851,0.6958796746056408,-0.09264118519308095,0.44159788545810674,0.7409376959473905,1.5490301737925976,sim_outcome
1,0,5,0,1.0,-1.0,1.0,numberbar_mixed,-1.8322864430619985,0.8050838057305991,0.44852894419166556,0.373599803824935,1.533500180944851,0.8322864430619985,-0.09264118519308095,0.44159788545810674,0.7409376959473905,1.5490301737925976,sim_outcome
